환경성적표지 인증제품 유효현황(2021.12.22. 기준),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"○ 환경성적표지 유효현황 : 323개 기업, 1455개 제품(저탄소제품 95개 기업, 294개 제품 포함)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,자원발자국,,,,,,탄소발자국,,,,,,오존층영향,,,,,,산성비,,,,,,부영양화,,,,,,광화학 스모그,,,,,,물발자국,,,,,,,,,,,
연번,기업명,사업자등록번호,영향범주,인증번호,제품군,인증제품명,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,시작,종료,,,,
244,하이트진로(주),214-81-00777,환경성적,2019-231,비내구재,참이슬 후레쉬 16.9 360mL,1.16.E-03,kgSbe/개,8.74.E-04,2.55.E-04,-,2.75.E-05,2.27.E-01,kgCO2e/개,1.83.E-01,3.99.E-02,-,3.94.E-03,5.72.E-08,kgCFC-11e/개,4.70.E-08,9.47.E-09,-,6.56.E-10,1.83.E-03,KgSO2e/개,1.59.E-03,1.56.E-04,-,8.63.E-05,7.60.E-04,kgPO43-e/개,7.27.E-04,2.50.E-05,-,7.99.E-06,5.43.E-04,kgC2H4e/개,4.41.E-04,9.53.E-05,-,7.16.E-06,1.73.E-03,m3H2Oe/개,5.92.E-04,1.13.E-03,-,1.01.E-05,2019-11-28,2022-11-27,,,,
245,하이트진로(주),214-81-00777,환경성적,2019-232,비내구재,참이슬 후레쉬 360mL,1.02.E-03,kgSbe/개,7.95.E-04,1.95.E-04,-,2.80.E-05,2.08.E-01,kgCO2e/개,1.72.E-01,3.10.E-02,-,4.24.E-03,5.22.E-08,kgCFC-11e/개,4.49.E-08,6.62.E-09,-,6.65.E-10,1.73.E-03,KgSO2e/개,1.53.E-03,1.14.E-04,-,8.69.E-05,7.42.E-04,kgPO43-e/개,7.15.E-04,1.84.E-05,-,9.01.E-06,4.99.E-04,kgC2H4e/개,4.17.E-04,7.46.E-05,-,7.39.E-06,1.25.E-03,m3H2Oe/개,5.76.E-04,6.67.E-04,-,1.05.E-05,2019-11-28,2022-11-27,,,,
246,하이트진로(주),214-81-00777,환경성적,2019-233,비내구재,참이슬 후레쉬 640mL,6.11.E-03,kgSbe/개,5.34.E-03,7.66.E-04,-,4.59.E-06,5.22.E-01,kgCO2e/개,3.91.E-01,1.24.E-01,-,7.09.E-03,3.14.E-07,kgCFC-11e/개,2.93.E-07,2.11.E-08,-,1.04.E-10,3.91.E-03,KgSO2e/개,3.47.E-03,4.28.E-04,-,5.79.E-06,1.54.E-03,kgPO43-e/개,1.45.E-03,6.79.E-05,-,2.21.E-05,2.24.E-03,kgC2H4e/개,1.97.E-03,2.66.E-04,-,1.52.E-06,5.69.E-03,m3H2Oe/개,1.49.E-03,4.20.E-03,-,3.76.E-06,2019-11-28,2022-11-27,,,,
247,세원정공(주),606-81-23552,환경성적,2019-234,생산재,ABS시트,9.96.E-03,kgSbe/kg,6.98.E-03,2.98.E-03,-,-,1.88.E+00,kgCO2e/kg,1.41.E+00,4.72.E-01,-,-,4.54.E-08,kgCFC-11e/kg,4.54.E-08,2.64.E-11,-,-,4.82.E-03,KgSO2e/kg,4.02.E-03,7.99.E-04,-,-,1.36.E-03,kgPO43-e/kg,1.21.E-03,1.51.E-04,-,-,1.39.E-03,kgC2H4e/kg,1.39.E-03,3.47.E-06,-,-,1.71.E-02,m3H2Oe/kg,1.10.E-02,6.13.E-03,-,-,2019-11-28,2022-11-27,,,,
248,세원정공(주),606-81-23552,환경성적,2019-235,생산재,복층시트(PMMA+ABS),1.87.E-02,kgSbe/kg,1.57.E-02,2.98.E-03,-,-,3.73.E+00,kgCO2e/kg,3.25.E+00,4.72.E-01,-,-,7.38.E-08,kgCFC-11e/kg,7.37.E-08,2.64.E-11,-,-,1.01.E-02,KgSO2e/kg,9.30.E-03,7.99.E-04,-,-,2.06.E-03,kgPO43-e/kg,1.91.E-03,1.51.E-04,-,-,2.91.E-03,kgC2H4e/kg,2.91.E-03,3.47.E-06,-,-,8.55.E-02,m3H2Oe/kg,7.94.E-02,6.13.E-03,-,-,2019-11-28,2022-11-27,,,,
249,건설기업(주),132-81-11633,환경성적,2019-236,생산재,레디믹스트 콘크리트[25-21-120],6.51.E-01,kgSbe/m3,6.41.E-01,9.43.E-03,-,-,1.74.E+02,kgCO2e/m3,1.73.E+02,1.49.E+00,-,-,6.25.E-06,kgCFC-11e/m3,6.25.E-06,3.63.E-09,-,-,2.72.E-01,KgSO2e/m3,2.69.E-01,3.06.E-03,-,-,3.44.E-02,kgPO43-e/m3,3.39.E-02,4.95.E-04,-,-,1.66.E-01,kgC2H4e/m3,1.66.E-01,5.14.E-05,-,-,5.66.E-01,m3H2Oe/m3,5.11.E-01,5.45.E-02,-,-,2019-11-28,2022-11-27,,,,
250,건설기업(주),132-81-11633,환경성적,2019-237,생산재,레디믹스트 콘크리트[25-21-150],9.34.E-01,kgSbe/m3,9.24.E-01,1.03.E-02,-,-,2.40.E+02,kgCO2e/m3,2.38.E+02,1.59.E+00,-,-,7.13.E-06,kgCFC-11e/m3,7.10.E-06,2.30.E-08,-,-,3.25.E-01,KgSO2e/m3,3.19.E-01,5.99.E-03,-,-,3.94.E-02,kgPO43-e/m3,3.87.E-02,6.54.E-04,-,-,1.88.E-01,kgC2H4e/m3,1.87.E-01,2.45.E-04,-,-,7.15.E-01,m3H2Oe/m3,6.60.E-01,5.45.E-02,-,-,2019-11-28,2022-11-27,,,,
251,건설기업(주),132-81-11633,환경성적,2019-238,생산재,레디믹스트 콘크리트[25-24-150],9.02.E-01,kgSbe/m3,8.91.E-01,1.03.E-02,-,-,2.30.E+02,kgCO2e/m3,2.29.E+02,1.59.E+00,-,-,7.39.E-06,kgCFC-11e/m3,7.36.E-06,2.30.E-08,-,-,3.19.E-01,KgSO2e/m3,3.13.E-01,5.99.E-03,-,-,3.90.E-02,kgPO43-e/m3,3.83.E-02,6.54.E-04,-,-,1.83.E-01,kgC2H4e/m3,1.82.E-01,2.45.E-04,-,-,7.08.E-01,m3H2Oe/m3,6.54.E-01,5.45.E-02,-,-,2019-11-28,2022-11-27,,,,
252,건설기업(주),132-81-11633,환경성적,2019-239,생산재,레디믹스트 콘크리트[25-27-150],1.20.E+00,kgSbe/m3,1.19.E+00,1.03.E-02,-,-,3.08.E+02,kgCO2e/m3,3.06.E+02,1.59.E+00,-,-,8.48.E-06,kgCFC-11e/m3,8.46.E-06,2.30.E-08,-,-,4.07.E-01,KgSO2e/m3,4.01.E-01,5.99.E-03,-,-,4.87.E-02,kgPO43-e/m3,4.80.E-02,6.54.E-04,-,-,2.40.E-01,kgC2H4e/m3,2.40.E-01,2.45.E-04,-,-,8.38.E-01,m3H2Oe/m3,7.84.E-01,5.45.E-02,-,-,2019-11-28,2022-11-27,,,,
253,건설기업(주),132-81-11633,환경성적,2019-240,생산재,레디믹스트 콘크리트[25-30-150],1.18.E+00,kgSbe/m3,1.17.E+00,1.03.E-02,-,-,3.04.E+02,kgCO2e/m3,3.02.E+02,1.59.E+00,-,-,8.38.E-06,kgCFC-11e/m3,8.36.E-06,2.30.E-08,-,-,4.02.E-01,KgSO2e/m3,3.96.E-01,5.99.E-03,-,-,4.81.E-02,kgPO43-e/m3,4.74.E-02,6.54.E-04,-,-,2.37.E-01,kgC2H4e/m3,2.36.E-01,2.45.E-04,-,-,8.35.E-01,m3H2Oe/m3,7.81.E-01,5.45.E-02,-,-,2019-11-28,2022-11-27,,,,
254,(주)건설콘크리트,142-85-05441,환경성적,2019-241,생산재,레디믹스트 콘크리트[25-21-120],8.51.E-01,kgSbe/m3,8.40.E-01,1.16.E-02,-,-,2.19.E+02,kgCO2e/m3,2.17.E+02,1.82.E+00,-,-,6.44.E-06,kgCFC-11e/m3,6.44.E-06,6.39.E-09,-,-,2.95.E-01,KgSO2e/m3,2.91.E-01,4.00.E-03,-,-,3.61.E-02,kgPO43-e/m3,3.55.E-02,6.17.E-04,-,-,1.70.E-01,kgC2H4e/m3,1.70.E-01,7.76.E-05,-,-,6.92.E-01,m3H2Oe/m3,5.88.E-01,1.04.E-01,-,-,2019-11-28,2022-11-27,,,,
255,(주)건설콘크리트,142-85-05441,환경성적,2019-242,생산재,레디믹스트 콘크리트[25-21-150],9.59.E-01,kgSbe/m3,9.47.E-01,1.16.E-02,-,-,2.47.E+02,kgCO2e/m3,2.45.E+02,1.82.E+00,-,-,6.91.E-06,kgCFC-11e/m3,6.90.E-06,6.39.E-09,-,-,3.28.E-01,KgSO2e/m3,3.24.E-01,4.00.E-03,-,-,3.97.E-02,kgPO43-e/m3,3.91.E-02,6.17.E-04,-,-,1.91.E-01,kgC2H4e/m3,1.91.E-01,7.76.E-05,-,-,7.48.E-01,m3H2Oe/m3,6.44.E-01,1.04.E-01,-,-,2019-11-28,2022-11-27,,,,
256,(주)건설콘크리트,142-85-05441,환경성적,2019-243,생산재,레디믹스트 콘크리트[25-24-150],1.06.E+00,kgSbe/m3,1.05.E+00,1.16.E-02,-,-,2.73.E+02,kgCO2e/m3,2.72.E+02,1.82.E+00,-,-,7.33.E-06,kgCFC-11e/m3,7.32.E-06,6.39.E-09,-,-,3.59.E-01,KgSO2e/m3,3.55.E-01,4.00.E-03,-,-,4.31.E-02,kgPO43-e/m3,4.25.E-02,6.17.E-04,-,-,2.11.E-01,kgC2H4e/m3,2.11.E-01,7.76.E-05,-,-,7.95.E-01,m3H2Oe/m3,6.91.E-01,1.04.E-01,-,-,2019-11-28,2022-11-27,,,,
257,(주)건설콘크리트,142-85-05441,환경성적,2019-244,생산재,레디믹스트 콘크리트[25-27-150],1.12.E+00,kgSbe/m3,1.10.E+00,1.16.E-02,-,-,2.88.E+02,kgCO2e/m3,2.86.E+02,1.82.E+00,-,-,7.56.E-06,kgCFC-11e/m3,7.55.E-06,6.39.E-09,-,-,3.76.E-01,KgSO2e/m3,3.72.E-01,4.00.E-03,-,-,4.50.E-02,kgPO43-e/m3,4.44.E-02,6.17.E-04,-,-,2.22.E-01,kgC2H4e/m3,2.22.E-01,7.76.E-05,-,-,8.17.E-01,m3H2Oe/m3,7.13.E-01,1.04.E-01,-,-,2019-11-28,2022-11-27,,,,
258,(주)건설콘크리트,142-85-05441,환경성적,2019-245,생산재,레디믹스트 콘크리트[25-30-150],1.11.E+00,kgSbe/m3,1.09.E+00,1.16.E-02,-,-,2.82.E+02,kgCO2e/m3,2.80.E+02,1.82.E+00,-,-,8.69.E-06,kgCFC-11e/m3,8.69.E-06,6.39.E-09,-,-,3.85.E-01,KgSO2e/m3,3.81.E-01,4.00.E-03,-,-,4.73.E-02,kgPO43-e/m3,4.67.E-02,6.17.E-04,-,-,2.22.E-01,kgC2H4e/m3,2.22.E-01,7.76.E-05,-,-,8.82.E-01,m3H2Oe/m3,7.78.E-01,1.04.E-01,-,-,2019-11-28,2022-11-27,,,,
259,(주)현창기업 의왕공장,356-85-01141,환경성적,2019-246,생산재,레디믹스트 콘크리트[25-21-120],8.48.E-01,kgSbe/m3,8.29.E-01,1.94.E-02,-,-,2.14.E+02,kgCO2e/m3,2.11.E+02,3.06.E+00,-,-,7.71.E-06,kgCFC-11e/m3,7.71.E-06,2.07.E-09,-,-,3.04.E-01,KgSO2e/m3,2.99.E-01,5.46.E-03,-,-,3.82.E-02,kgPO43-e/m3,3.72.E-02,9.76.E-04,-,-,1.72.E-01,kgC2H4e/m3,1.72.E-01,4.24.E-05,-,-,6.79.E-01,m3H2Oe/m3,5.93.E-01,8.67.E-02,-,-,2019-11-28,2022-11-27,,,,
260,(주)현창기업 의왕공장,356-85-01141,환경성적,2019-247,생산재,레디믹스트 콘크리트[25-21-150],1.02.E+00,kgSbe/m3,1.00.E+00,1.94.E-02,-,-,2.59.E+02,kgCO2e/m3,2.56.E+02,3.06.E+00,-,-,8.29.E-06,kgCFC-11e/m3,8.29.E-06,2.07.E-09,-,-,3.55.E-01,KgSO2e/m3,3.50.E-01,5.46.E-03,-,-,4.38.E-02,kgPO43-e/m3,4.28.E-02,9.76.E-04,-,-,2.05.E-01,kgC2H4e/m3,2.05.E-01,4.24.E-05,-,-,7.75.E-01,m3H2Oe/m3,6.89.E-01,8.67.E-02,-,-,2019-11-28,2022-11-27,,,,
261,(주)현창기업 의왕공장,356-85-01141,환경성적,2019-248,생산재,레디믹스트 콘크리트[25-24-150],1.03.E+00,kgSbe/m3,1.01.E+00,1.94.E-02,-,-,2.61.E+02,kgCO2e/m3,2.58.E+02,3.06.E+00,-,-,8.27.E-06,kgCFC-11e/m3,8.27.E-06,2.07.E-09,-,-,3.57.E-01,KgSO2e/m3,3.51.E-01,5.46.E-03,-,-,4.39.E-02,kgPO43-e/m3,4.29.E-02,9.76.E-04,-,-,2.06.E-01,kgC2H4e/m3,2.06.E-01,4.24.E-05,-,-,7.76.E-01,m3H2Oe/m3,6.89.E-01,8.67.E-02,-,-,2019-11-28,2022-11-27,,,,
262,(주)현창기업 의왕공장,356-85-01141,환경성적,2019-249,생산재,레디믹스트 콘크리트[25-27-150],1.10.E+00,kgSbe/m3,1.08.E+00,1.94.E-02,-,-,2.80.E+02,kgCO2e/m3,2.77.E+02,3.06.E+00,-,-,8.61.E-06,kgCFC-11e/m3,8.60.E-06,2.07.E-09,-,-,3.79.E-01,KgSO2e/m3,3.74.E-01,5.46.E-03,-,-,4.64.E-02,kgPO43-e/m3,4.54.E-02,9.76.E-04,-,-,2.21.E-01,kgC2H4e/m3,2.20.E-01,4.24.E-05,-,-,8.13.E-01,m3H2Oe/m3,7.26.E-01,8.67.E-02,-,-,2019-11-28,2022-11-27,,,,
263,(주)현창기업 의왕공장,356-85-01141,환경성적,2019-250,생산재,레디믹스트 콘크리트[25-30-150],1.19.E+00,kgSbe/m3,1.17.E+00,1.94.E-02,-,-,3.04.E+02,kgCO2e/m3,3.01.E+02,3.06.E+00,-,-,9.03.E-06,kgCFC-11e/m3,9.03.E-06,2.07.E-09,-,-,4.07.E-01,KgSO2e/m3,4.02.E-01,5.46.E-03,-,-,4.95.E-02,kgPO43-e/m3,4.85.E-02,9.76.E-04,-,-,2.39.E-01,kgC2H4e/m3,2.38.E-01,4.24.E-05,-,-,8.56.E-01,m3H2Oe/m3,7.70.E-01,8.67.E-02,-,-,2019-11-28,2022-11-27,,,,
264,상일식품(주),223-81-00596,저탄소제품,2019-252,비내구재,노브랜드 참깨스틱 [220g],4.55.E-03,kgSbe/개,3.96.E-03,5.77.E-04,-,1.31.E-05,4.71.E-01,kgCO2e/개,3.60.E-01,9.82.E-02,-,1.33.E-02,3.00.E-03,kgCFC-11e/개,3.00.E-03,4.43.E-09,-,2.85.E-10,5.45.E-03,kgSO2e/개,5.19.E-03,2.38.E-04,-,1.95.E-05,4.69.E-03,kgPO43-e/개,4.62.E-03,3.69.E-05,-,4.06.E-05,4.07.E-03,kgC2H4e/개,3.74.E-03,3.17.E-04,-,6.20.E-06,4.51.E-02,m3H2Oe/개,4.44.E-02,6.28.E-04,-,1.23.E-05,2019-11-28,2022-11-27,,,,
265,오죤,129-15-66781,저탄소제품,2019-253,비내구재,노브랜드 초극세모 칫솔 1set[5개입],5.74.E-03,kgSbe/set,5.61.E-03,1.01.E-04,-,2.71.E-05,3.76.E-01,kgCO2e/set,3.08.E-01,1.56.E-02,-,5.27.E-02,1.80.E-07,kgCFC-11e/set,1.78.E-07,1.91.E-09,-,6.00.E-10,1.44.E-03,kgSO2e/set,1.36.E-03,4.28.E-05,-,3.85.E-05,4.42.E-04,kgPO43-e/set,3.10.E-04,7.38.E-06,-,1.25.E-04,1.88.E-03,kgC2H4e/set,1.86.E-03,1.22.E-05,-,1.03.E-05,1.93.E-03,m3H2Oe/set,1.69.E-03,2.08.E-04,-,2.50.E-05,2019-11-28,2022-11-27,,,,
266,오죤,129-15-66781,저탄소제품,2019-254,비내구재,노브랜드 토탈케어 칫솔 1set[4개입],1.35.E-02,kgSbe/set,1.33.E-02,1.37.E-04,-,2.58.E-05,3.76.E-01,kgCO2e/set,3.06.E-01,2.13.E-02,-,4.87.E-02,6.99.E-07,kgCFC-11e/set,6.97.E-07,1.93.E-09,-,5.69.E-10,2.65.E-03,kgSO2e/set,2.56.E-03,5.26.E-05,-,3.67.E-05,6.12.E-04,kgPO43-e/set,4.86.E-04,9.18.E-06,-,1.16.E-04,4.19.E-03,kgC2H4e/set,4.17.E-03,1.24.E-05,-,9.91.E-06,1.57.E-03,m3H2Oe/set,1.27.E-03,2.78.E-04,-,2.37.E-05,2019-11-28,2022-11-27,,,,
267,한울허브팜,141-04-24844,저탄소제품,2019-256,비내구재,노브랜드 카모마일 베이비 물티슈[100매×6개],8.31.E-02,kgSbe/개,8.11.E-02,1.71.E-03,-,2.24.E-04,4.42.E+00,kgCO2e/개,3.63.E+00,2.47.E-01,-,5.43.E-01,3.75.E-06,kgCFC-11e/개,3.70.E-06,5.30.E-08,-,4.98.E-09,2.31.E-02,kgSO2e/개,2.19.E-02,8.98.E-04,-,3.12.E-04,6.41.E-03,kgPO43-e/개,5.06.E-03,1.60.E-04,-,1.19.E-03,2.53.E-02,kgC2H4e/개,2.49.E-02,3.38.E-04,-,7.52.E-05,2.63.E-02,m3H2Oe/개,2.17.E-02,4.36.E-03,-,2.06.E-04,2019-11-28,2022-11-27,,,,
268,성진콘크리트공업(주),429-87-00823,환경성적,2019-257,생산재,레디믹스트 콘크리트[25-24-150],9.04.E-01,kgSbe/m3,8.95.E-01,8.75.E-03,-,-,2.35.E+02,kgCO2e/m3,2.34.E+02,1.38.E+00,-,-,5.50.E-06,kgCFC-11e/m3,5.50.E-06,3.82.E-10,-,-,3.01.E-01,KgSO2e/m3,2.98.E-01,2.42.E-03,-,-,3.58.E-02,kgPO43-e/m3,3.54.E-02,4.42.E-04,-,-,1.78.E-01,kgC2H4e/m3,1.78.E-01,1.86.E-05,-,-,7.27.E-01,m3H2Oe/m3,6.50.E-01,7.65.E-02,-,-,2019-11-28,2022-11-27,,,,
269,삼박엘에프티(주),312-81-40035,환경성적,2019-258,생산재,EPP,,,,,,,2.70.E+00,kgCO2e/kg,1.79.E+00,9.12.E-01,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-28,2022-11-27,,,,
270,삼성전자(주),124-81-00998,환경성적,2019-260,생산재,12GB LPDDR4X,4.05.E-03,kgSb/개,3.58.E-03,4.66.E-04,-,-,6.75.E-01,kgCO2/개,5.53.E-01,1.22.E-01,-,-,2.18.E-07,kgCFC-11/개,2.07.E-07,1.08.E-08,-,-,1.63.E-03,kgSO2/개,1.05.E-03,5.82.E-04,-,-,2.62.E-04,kgPO43-/개,1.97.E-04,6.51.E-05,-,-,5.20.E-04,kgC2H4/개,4.33.E-04,8.70.E-05,-,-,1.02.E-02,m3H2O/개,4.42.E-04,9.75.E-03,-,-,2019-11-28,2022-11-27,,,,
271,(주)삼표산업,101-86-83593,환경성적,2019-266,생산재,레디믹스트 콘크리트[25-35-150],1.13.E+00,kgSbe/m3,1.12.E+00,9.89.E-03,-,-,2.88.E+02,kgCO2e/m3,2.87.E+02,1.53.E+00,-,-,8.15.E-06,kgCFC-11e/m3,8.15.E-06,4.27.E-09,-,-,3.86.E-01,KgSO2e/m3,3.83.E-01,3.32.E-03,-,-,4.69.E-02,kgPO43-e/m3,4.64.E-02,5.18.E-04,-,-,2.24.E-01,kgC2H4e/m3,2.24.E-01,7.27.E-05,-,-,7.98.E-01,m3H2Oe/m3,7.47.E-01,5.10.E-02,-,-,2019-11-28,2022-11-27,,,,
272,(주)에스피네이처,143-81-16021,환경성적,2019-270,생산재,레디믹스트 콘크리트[25-35-150],1.22.E+00,kgSbe/m3,1.20.E+00,1.71.E-02,-,-,3.12.E+02,kgCO2e/m3,3.09.E+02,2.71.E+00,-,-,8.79.E-06,kgCFC-11e/m3,8.78.E-06,1.14.E-08,-,-,4.18.E-01,KgSO2e/m3,4.11.E-01,6.74.E-03,-,-,5.05.E-02,kgPO43-e/m3,4.96.E-02,9.67.E-04,-,-,2.43.E-01,kgC2H4e/m3,2.42.E-01,5.75.E-04,-,-,9.59.E-01,m3H2Oe/m3,7.93.E-01,1.67.E-01,-,-,2019-11-28,2022-11-27,,,,
273,(주)청광,135-81-12039,환경성적,2019-271,생산재,레디믹스트 콘크리트[25-21-150],,,,,,,2.06.E+02,kgCO2e/m3,2.04.E+02,2.07.E+00,-,-,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,2019-11-28,2022-11-27,,,,
274,(주)청광,135-81-12039,환경성적,2019-272,생산재,레디믹스트 콘크리트[25-24-150],,,,,,,2.37.E+02,kgCO2e/m3,2.35.E+02,2.07.E+00,-,-,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,2019-11-28,2022-11-27,,,,
275,(주)청광,135-81-12039,환경성적,2019-273,생산재,레디믹스트 콘크리트[25-27-150],,,,,,,2.50.E+02,kgCO2e/m3,2.48.E+02,2.07.E+00,-,-,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,2019-11-28,2022-11-27,,,,
276,계림요업(주),513-81-03220,환경성적,E-2017-Ⅰ-007,에너지사용,세면실용 손건조장치 KHD400,,,,,,,7.44.E+02,kgCO2e/대,2.41.E+01,5.96.E+00,7.06.E+02,7.81.E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-15,2022-11-14,,,,
277,(주)건설레미콘,127-81-11136,환경성적,2019-274,생산재,레디믹스트 콘크리트[25-21-120],8.47.E-01,kgSbe/m3,8.35.E-01,1.23.E-02,-,-,2.10.E+02,kgCO2e/m3,2.08.E+02,1.94.E+00,-,-,5.32.E-06,kgCFC-11e/m3,5.32.E-06,3.19.E-10,-,-,3.94.E-01,KgSO2e/m3,3.91.E-01,3.33.E-03,-,-,3.70.E-02,kgPO43-e/m3,3.64.E-02,6.14.E-04,-,-,1.65.E-01,kgC2H4e/m3,1.65.E-01,1.74.E-05,-,-,6.64.E-01,m3H2Oe/m3,5.97.E-01,6.70.E-02,-,-,2019-12-20,2022-12-19,,,,
278,(주)건설레미콘,127-81-11136,환경성적,2019-275,생산재,레디믹스트 콘크리트[25-21-150],1.22.E+00,kgSbe/m3,1.20.E+00,1.23.E-02,-,-,3.05.E+02,kgCO2e/m3,3.03.E+02,1.94.E+00,-,-,7.38.E-06,kgCFC-11e/m3,7.38.E-06,3.19.E-10,-,-,5.10.E-01,KgSO2e/m3,5.06.E-01,3.33.E-03,-,-,5.02.E-02,kgPO43-e/m3,4.96.E-02,6.14.E-04,-,-,2.38.E-01,kgC2H4e/m3,2.38.E-01,1.74.E-05,-,-,8.93.E-01,m3H2Oe/m3,8.26.E-01,6.70.E-02,-,-,2019-12-20,2022-12-19,,,,
279,(주)건설레미콘,127-81-11136,환경성적,2019-276,생산재,레디믹스트 콘크리트[25-24-150],1.19.E+00,kgSbe/m3,1.18.E+00,1.23.E-02,-,-,2.99.E+02,kgCO2e/m3,2.98.E+02,1.94.E+00,-,-,7.25.E-06,kgCFC-11e/m3,7.25.E-06,3.19.E-10,-,-,5.00.E-01,KgSO2e/m3,4.97.E-01,3.33.E-03,-,-,4.93.E-02,kgPO43-e/m3,4.87.E-02,6.14.E-04,-,-,2.34.E-01,kgC2H4e/m3,2.34.E-01,1.74.E-05,-,-,8.70.E-01,m3H2Oe/m3,8.03.E-01,6.70.E-02,-,-,2019-12-20,2022-12-19,,,,
280,(주)건설레미콘,127-81-11136,환경성적,2019-277,생산재,레디믹스트 콘크리트[25-27-150],1.31.E+00,kgSbe/m3,1.29.E+00,1.23.E-02,-,-,3.28.E+02,kgCO2e/m3,3.26.E+02,1.94.E+00,-,-,7.86.E-06,kgCFC-11e/m3,7.86.E-06,3.19.E-10,-,-,5.34.E-01,KgSO2e/m3,5.30.E-01,3.33.E-03,-,-,5.32.E-02,kgPO43-e/m3,5.26.E-02,6.14.E-04,-,-,2.56.E-01,kgC2H4e/m3,2.56.E-01,1.74.E-05,-,-,9.23.E-01,m3H2Oe/m3,8.56.E-01,6.70.E-02,-,-,2019-12-20,2022-12-19,,,,
281,(주)건설레미콘,127-81-11136,환경성적,2019-278,생산재,레디믹스트 콘크리트[25-30-150],1.30.E+00,kgSbe/m3,1.29.E+00,1.23.E-02,-,-,3.27.E+02,kgCO2e/m3,3.25.E+02,1.94.E+00,-,-,7.84.E-06,kgCFC-11e/m3,7.84.E-06,3.19.E-10,-,-,5.31.E-01,KgSO2e/m3,5.28.E-01,3.33.E-03,-,-,5.30.E-02,kgPO43-e/m3,5.24.E-02,6.14.E-04,-,-,2.56.E-01,kgC2H4e/m3,2.55.E-01,1.74.E-05,-,-,9.21.E-01,m3H2Oe/m3,8.54.E-01,6.70.E-02,-,-,2019-12-20,2022-12-19,,,,
282,건설하이콘(주),137-86-14611,환경성적,2019-279,생산재,레디믹스트 콘크리트[25-21-120],9.76.E-01,kgSbe/m3,9.64.E-01,1.21.E-02,-,-,2.47.E+02,kgCO2e/m3,2.45.E+02,1.91.E+00,-,-,8.84.E-06,kgCFC-11e/m3,8.84.E-06,3.75.E-09,-,-,3.48.E-01,KgSO2e/m3,3.45.E-01,3.79.E-03,-,-,4.34.E-02,kgPO43-e/m3,4.28.E-02,6.28.E-04,-,-,2.00.E-01,kgC2H4e/m3,2.00.E-01,5.41.E-05,-,-,7.48.E-01,m3H2Oe/m3,6.97.E-01,5.02.E-02,-,-,2019-12-20,2022-12-19,,,,
283,건설하이콘(주),137-86-14611,환경성적,2019-280,생산재,레디믹스트 콘크리트[25-21-150],9.78.E-01,kgSbe/m3,9.68.E-01,1.03.E-02,-,-,2.47.E+02,kgCO2e/m3,2.45.E+02,1.62.E+00,-,-,9.30.E-06,kgCFC-11e/m3,9.29.E-06,4.87.E-09,-,-,3.53.E-01,KgSO2e/m3,3.49.E-01,3.47.E-03,-,-,4.42.E-02,kgPO43-e/m3,4.36.E-02,5.46.E-04,-,-,2.02.E-01,kgC2H4e/m3,2.02.E-01,6.40.E-05,-,-,8.42.E-01,m3H2Oe/m3,7.75.E-01,6.71.E-02,-,-,2019-12-20,2022-12-19,,,,
284,건설하이콘(주),137-86-14611,환경성적,2019-281,생산재,레디믹스트 콘크리트[25-24-150],1.03.E+00,kgSbe/m3,1.02.E+00,1.00.E-02,-,-,2.61.E+02,kgCO2e/m3,2.59.E+02,1.58.E+00,-,-,9.65.E-06,kgCFC-11e/m3,9.65.E-06,5.03.E-09,-,-,3.71.E-01,KgSO2e/m3,3.67.E-01,3.42.E-03,-,-,4.62.E-02,kgPO43-e/m3,4.57.E-02,5.34.E-04,-,-,2.14.E-01,kgC2H4e/m3,2.14.E-01,6.55.E-05,-,-,8.59.E-01,m3H2Oe/m3,7.90.E-01,6.95.E-02,-,-,2019-12-20,2022-12-19,,,,
